text,llm,Label
لاہور سٹی رپورٹر ڈپٹی چیئرمین آل پاکستان موبائل فون مینوفیکچرنگ ایسوسی ایشن فیصل محمود نے کہا ہے کہ منی بجٹ میں مہنگائی کا نیا ریلہ عوام کا بدترین معاشی استحصال ہے مہنگائی سے کاروبار پہلے ہی شدید مخدوش صورتحال سے دوچار ہیں,,Biased
بازاروں مارکیٹوں میں تاجر بہاری سرمایہ کاری کے بعد کاروبار کی بدترین صورتحال سے پریشان ہیں حکومت کی پٹرولیم مصنوعات کی قیمتوں میں مسلسل اضافے کے بعد حالات ناقابل برداشت ہوچکے ہیں,,Biased
انہوں نے خط میں لکہا کہ اگر قومی اسمبلی تحلیل ہو تو صدر الیکشن کی تاریخ دے سکتا ہے صوبائی اسمبلیاں تحلیل ہوں تو گورنر الیکشن کی تاریخ دے سکتا ہے چیف الیکشن کمشنر نے کہا کہ آئین الیکشن کمیشن کو الیکشن کی تاریخ دینے کی اجازت نہیں دیتا,,Biased
انہوں نے انٹیلی جنٹ ٹریفک مینجمنٹ سسٹم کے ذریعے بہترین ٹریفک پلان دینے کی ہدایت کی نگران وزیراعلی محسن نقوی کی سیف سٹیز اتہارٹی کے کیمروں کی بحالی کیلئے تیز تر اقدامات کرنے کی ہدایت کی,,Biased
مسلم لیگ ق کے سربراہ نے مزید کہا کہ تمام سیاسی جماعتیں مملکت خداداد کو بحرانوں سے مستقل بنیادوں پر نجات دلائیں حکومت عوام کو ریلیف فراہم کرنے کیلئے ہر ممکن اقدامات کرے گورنر سندہ کامران ٹیسوری نے کہا کہ ملک کے معاشی چیلنجز اتحاد و اتفاق کا تقاضہ کرتے ہیں یہ سیاست کا نہیں بلکہ ملک کو معاشی مشکلات سے نکالنے کیلئے مشترکہ کوششوں کا وقت ہے پاکستان کا استحکام اس وقت سب سے اہم چیز ہے,,Biased
انہوں نے ڈیوٹی کے دوران فوج پولیس اور پاکستان رینجرز سندہ کی بہادری حوصلے اور قربانیوں کو سراہا وزیر اعلی سندہ نے قانون نافذ کرنے والے اداروں کی قربانیوں کو خراج عقیدت پیش کیا اور کہا کہ دہشت گردی کے خلاف پوری قوم کا پختہ عزم ہے,,Biased
مسلم لیگ ن کی چیف آرگنائزر نے مزید کہا کہ قوم کا اربوں روپیہ کبہی سوشل میڈیا پر نہیں لگایا گیا ن لیگ پرانی جماعت تہی سوشل میڈیا کی اہمیت کے بارے میں اب احساس ہوا ہے ملک میں کونے کونے میں آواز پہنچانے کیلئے سوشل میڈیا کو مضبوط کر رہے ہیں,,Biased
اسلام آباد مانےٹرنگ ڈےسک سابق صدر آصف علی زرداری کیخلاف عمران خان کے قتل کی سازش سے متعلق کیس میں عدالت نے شیخ رشید پر فردجرم عائد کرنے کیلئے 2مارچ کی تاریخ مقرر کردی سابق صدر آصف علی زرداری کیخلاف عمران خان کے قتل کی سازش سے متعلق کیس کی سماعت جوڈیشل مجسٹریٹ عمر شبیر نے کی اسلام آباد پولیس نے سابق وزیر داخلہ شیخ رشید کیخلاف چالان پیش کردیا,,Biased
وزیراعظم نے حملے کے زخمیوں کو بہترین سہولیات فراہم کرنے کی بہی ہدایت کی,,Biased
وزیر داخلہ نے کہا کہ صدر کا الیکشن کی تاریخ کے اعلان سے کوئی سروکار نہیں الیکشن کی تاریخ دینا الیکشن کمیشن کی آئینی ذمہ داری ہے عارف علوی الیکشن کمیشن کے آئینی اختیار میں مداخلت کر رہے ہیں رانا ثناءاللہ کا مزید کہنا تہا کہ عارف علوی فارن فنڈنگ کیس میں شریک جرم ہیں عمران خان صدر کے منصب کے ذریعے الیکشن کمیشن کو دباو¿ میں لانے کی کوشش کر رہا ہے,,Biased
ذرائع کے مطابق نگران وزیراعلیٰ اعظم خان اپنے مشیر جرار بخاری سے متعلق لاعلم نکلے جیو نیوز سے گفتگو کرتے ہوئے اعظم خان نے کہا ابہی علم ہوا ہے کہ جراربخاری کا تعلق خیبر پختونخوا سے نہیں علم نہیں تہا جراربخاری پیپلز پارٹی کے مرکزی رہنما کے بیٹے ہیں,,Biased
جس پر یاسمین راشد نے کہا کہ اچہا غلام محمود ڈوگر نے بات جاری رکہتے ہوئے بتایا کہ وہ ڈاک جاتی ہے ناں ساتہ تو جج صاحبان اس پر سائن کرتے ہیں,,Biased
غلام محمود ڈوگر نے کہا کہ کورٹ ٹائم میں تو نہیں کرتے وہ تو عدالت کے ٹائم کے بعد ہی کرتے ہیں یاسمین راشد نےکہا کہ اچہا وہ خان صاحب کافی کنسرن تہے ناں,,Biased
غلام محمود ڈوگر نے جواب دیا کہ اللہ خیر کرے گا پاکستان تحریک انصاف کی رہنما ڈاکٹر یاسمین راشد نے آڈیو ٹیپ کرنے والوں کے خلاف عدالت جانے کا اعلان کر دیا,,Biased
پی ٹی آئی رہنما نے کہا کہ ان لوگوں نے پاکستان کے حالات ایسے کردیئے ہیں کہ دنیا کے سامنے شرمندہ ہیں,,Biased
بتایا گیا کہ پاکستان تحریک انصاف نے ابراج گروپ کے بانی عارف نقوی کا الیکشن کمیشن میں بیان حلفی جمع کرایا تہا ابراج گروپ کمپنی نے پی ٹی آئی کے اکانٹ میں پیسے بہیجے فیصلے میں بتایا گیا کہ بیان حلفی جہوٹا اور جعلی ہے ووٹن کرکٹ کلب سے 2 مزید اکانٹ سے رقم وصول ہوئی نجی بینک کے سربراہ نے مشتبہ غیر قانونی تفصیلات میں مدد کی,,Biased
اسلام آباد این این آئی پاکستان تحریک انصاف کے رہنماءفواد چودہری کا کہنا ہے کہ اپنے اداروں کے سیاسی کردار پر تحفظات ہیں اپنی ایک ٹوئٹ میں پی ٹی آئی رہنماءفواد چودہری نے کہا کہ پاکستانی عوام اور ادارے ایٹمی پروگرام کے محافظ ہیں تاہم اپنے اداروں کے سیاسی کردارپر تحفظات ہیں,,Biased
پنجاب میں ہونے والی تقرریاں و تبادلوں پر ٹوئٹ کرتے ہوئے فواد چودہری نے کہا کہ میں ان افسران سے مطالبہ کرتا ہوں کہ وہ رضاکارانہ طور پر استعفیٰ دے دیں یہ عوامی خدمت کےلئے اور پاکستانی بیوروکریٹس کی ساکہ کو بچانے کےلئے اہم ہے کہ افسران اب اپنا فیصلہ خود کریں,,Biased
ارباب اختیار پاکستان کو معاشی تباہی سے بچانے کے لئے پیرازائم شفٹ کریں اور دہشت گردی کے خلاف زیرو ٹالرنس پالیسی اپنائی جائے,,Biased
فوڈ ڈیپارٹمنٹ پنجاب کا مزید کہنا ہے کہ صوبے میں اگر گندم کی امدادی قیمت 3500 روپے فی من مقرر کی گئی تو 35 سے 45 لاکہ ٹن گندم کی خریداری پر 308 سے 396 ارب روپے کی مالیت کا تخمینہ ہے ذرائع کے مطابق گندم کی امدادی قیمت میں اضافے سے اجرا کی پالیسی اور نرخوں پر بہی نظر ثانی کی جائے گی گندم پر بنائی گئی قائمہ کمیٹی مزید سفارشات حکومت کو پیش کرے گی,,Biased
رضی احمد سی ای او ایل ایل ایف نے کہا کہ ایل ایل ایف کا یہ دسواں سپیشل ایڈیشن ہے اور مزید ادبی گرمجوشی سے منایا جائے گا انہوں نے کہا کہ ضلعی انتظامیہ کا تعاون ایل ایل ایف کی کامیابی میں اہم کردار کرتا ہے اور ڈپٹی کمشنر لاہور کی طرف سے ایل ایل ایف کی مکمل سرپرستی ادب کی ترویج میں مددگار ہو گی,,Biased
لاہور فلم رپورٹر دربار حضرت شیر شاہ ولی ؒکے598ویں سالانہ عرس مبار ک کا آغازو افتتاح رسم چادر پوشی سے کرتے ہوئے سیکرٹری /چیف ایڈ منسٹریٹر اوقاف پنجاب ڈاکٹر طاہررضا بخاری نے کہا کہ صوفیاءخدمتِ خلق کے سب سے بڑے داعی تہے مصیبت زدہ ترک اور شامی بہائیوں کی امداد وقت کا اہم تقاضہ ہے خانقاہ انسانی خدمت کا اہم ترین مرکز ہے,,Biased
ملک کے اندر آئین کے ساتہ کہلواڑ کیا جا رہا ہے مبینہ آڈیو لیک سنگین مسئلہ اس کا سپریم کورٹ کو ازخود نوٹس لینا چاہئے اور اصل حقائق قوم کے سامنے آنے چاہییں,,Biased
لاہور نمائندہ خصوصی پاکستان تحریک انصاف کے رہنما اور این اے 117کے امیدوار اکمل خاں باری نے کہا ہے کہ پی ٹی آئی میدان میں ہے حکومت الیکشن کروانے پر جلد ہی مجبورہوجائے گی ملک میں اس وقت جوکچہ پی ڈی ایم حکومت کررہی ہے وہ سیاست نہیں بلکہ بد ترین ذاتی مفاد پرستی ہے امپور ٹڈ حکومت فوری طور پر انتخابات کروائے عمران خان دوتہائی اکثریت لے کرواپس آئیں گے,,Biased
لاہور اپنے نمائندہ سے موجودہ قبرستانوں میں جگہ کی دستیابی اور نئے قبرستان بنانے کے لیے جگہ کی نشاندہی کی جاری رہی ہے ڈی سی لاہور رافعہ حیدر نے کہا کہ نگران وزیر اعلی پنجاب کی ہدایت پر شہر کے موجودہ 849قبرستانوں کا سروے جاری ہے,,Biased
دہشت گردوں کے سہولت کار سے تفتیش کی جاری ہے کراچی پولیس آفس کے پی او پر حملے کے حوالے سے انکشاف ہوا ہے کہ پہلے ہی سکیورٹی انتظامات بہتر کرنے کی سفارش کی گئی تہی مگر اس پر عمل درآمد نہیں کیا گیا میڈیا رپورٹ کے مطابق اسٹاک ایکسچینج حملے کے بعد سکیورٹی بہتر کرنے کی سفارش کی گئی تہی تاہم فنڈز جاری نہ کیے جانے کی بنا پر پولیس آفس کے سکیورٹی انتظامات بہتر نہ کیے جاسکے,,Biased
پولیس ذرائع کے مطابق شمالی وزیرستان سے تعلق رکہنے والے دونوں دہشت گردوں کی شناخت ہوگئی ہے دونوں دہشت گردوں کا اسٹیٹس آئی ڈی پیز کا ہے پولیس ذرائع نے بتایا کہ دہشت گرد زالا نور کا تعلق مداخیل تحصیل دتہ خیل شمالی وزیرستان سے تہا خودکش حملہ آور مجید نظامی کا تعلق بہی وزیرستان کی تحصیل دتہ خیل سے تہا پولیس آفس حملے میں ہلاک تیسرے دہشت گرد کفایت اللہ کا تعلق لکی مروت سے تہا,,Biased
حملے کا مقدمہ صدر انسپکٹر خالد حسین میمن کی مدعیت میں سی ٹی ڈی سول لائنز تہانے میں درج کیا گیا ہے مقدمے میں 3 ہلاک سمیت کالعدم تحریک طالبان ٹی ٹی پی کے 5 دہشت گردوں کو نامزد کیا گیا ہے مقدمے میں قتل اقدام قتل دہشت گردی کی دفعات سمیت سنگین نوعیت کی دفعات شامل ہیں,,Biased
لاہور اسلام آباد مانیٹر نگ ڈیسک پاکستان تحریک انصاف کے رہنما فواد چوہدری نے عالمی برادری سے پاکستان کی شکایت لگاتے ہوئے ملک کی موجودہ حکومت کے بائیکاٹ کا مطالبہ کر دیا سماجی رابطے کی ویب سائٹ ٹوئٹر پر اپنے پیغام میں فواد چوہدری نے کہا کہ موجودہ حکومت فاشسٹ ہے دنیا شہبازشریف کو ویزے جاری نہ کرے,,Biased
فواد چوہدری نے کہا کہ تحریک انصاف موجودہ حکومت کے خلاف ہر عالمی فورم پر جائے گی فواد چودہری نے کہا ہے کہ طاقتور حلقوں نے پاکستان کی معیشت مسخروں کے حوالے کر دی ہے,,Biased
انہوں نے کہا کہ معیشت کو بچانے کی بجائے عمران خان کو سیاسی نقصان پہنچانے کی سوچ میں گم طاقتور حلقوں نے پاکستان کی معیشت مسخروں کے حوالے کر دی ہے فواد چودہری نے کہا کہ ان کی گفتگو پر اب ہنسی کے بجائے رونا آتا ہے موجودہ حکومت میں جو جتنا بڑا جوکر ہے اس کو اتنا ہی بڑا عہدہ دیا گیا ہے,,Biased
اپنے بیان میں فواد چوہدری نے کہا کہ حکمراں اتحاد پی ڈی ایم کے لیڈرز کچہ بہی کہتے رہیں جیل بہرو تحریک ہر حال میں ہوگی انہوں نے کہا کہ تحریک انصاف کے رہنما اور کارکنان پارٹی چیئرمین عمران خان کی ہدایت پر عمل کرتے ہوئے جیل بہرو تحریک کو کامیاب بنائیں گے,,Biased
اسلام آباد این این آئی وفاقی وزیر انسانی حقوق ریاض پیرزادہ نے کہا ہے کہ انٹر سروسز انٹیلی جنس کے سابق سربراہ لیفٹیننٹ جنرل ر فیض حمید کالعدم تحریک طالبان پاکستان ٹی ٹی پی کو واپس پاکستان لانا چاہتے تہے ایک انٹرویوریاض پیرزادہ نے کہا کہ ایک ان کیمرا اجلاس میں جنرلز نے کہا کہ کالعدم ٹی ٹی پی کو پاکستان لایا جائے اور یہ تجویز جنرل ر فیض حمید نے دی تہی,,Biased
انہوں نے کہاکہ چیئرمین پیپلز پارٹی بلاول بہٹو اور صدر مسلم لیگ ن شہباز شریف نے اس پر بات کی اور کہا تہا کہ ٹی ٹی پی کے ہاتہوں بینظیر بہٹو سمیت ہمارے کافی معتبر رہنما شہید ہوئے ہیں وزیر انسانی حقوق نے کہا کہ سابق آرمی چیف پر آرٹیکل 6 نہیں لگنا چاہیے کیوں کہ اگر یہ لگا تو دنیا کو کیا دکہائیں گے کہ پاکستان کا آرمی چیف بہی ملک دشمن ہو سکتا ہے,,Biased
انہوں نے کہاکہ لڑکیاں تو دور لڑکوں سے بہی ڈکیتیاں ہوجاتی ہیں جرائم پیشہ لوگ تو پہر رہے ہوتے ہیں کہیں پر درندگی تو کہیں پر غربت حاوی ہوجاتی ہے وزیر انسانی حقوق نے کہا کہ اس طرح کے واقعات سے لوگوں کو خود بچنا چاہیے جیسے ڈرائیونگ کے دوران کہتے ہیں کہ اپنی حفاظت خود ہی کرو راہ چلتے ہوئے بہی اگر آپ غلط چلیں تو حادثات ہوتے ہیں,,Biased
انہوں نے اپنے افسران تعینات کئے ہیں اینٹی کرپشن میں ہمارا مخالف بندہ لے آئے ہیں نگران حکومت غیر جانبدار نہیں ہے یہ ایجنڈے پر آئی ہے اس کے ذریعے ہمیں کرش کیا جارہا ہے,,Biased
ابراہیمی فیملی ہاؤس جس کا دارالحکومت ابوظہبی میں افتتاح کیا گیا اپنی نوعیت کا پہلا مقام ہے جہاں ایک ہی جگہ پر تین مذاہب کے لوگ عبادت کر سکتے ہیں مرکز کے صدر محمد خلیفہ المبارک نے کہا کہ یہ مرکز بقائے باہمی کا ایک نمونہ ہے جو بین المداہب مکالمے کے لیے بہترین پلیٹ فارم ہو گا,,Biased
ورکرز کنونشن سے خطاب میں شاہد خاقان عباسی نے کہا کہ قومی اور صوبائی اسمبلی کے الیکشن سے قبل ہمیں ورکرز اور ووٹرز کو متحرک کرنا ہے انہوں نے کہا کہ صوبائی اسمبلی اور قومی اسمبلی کے الیکشن نزدیک ہیں ن لیگ انتخابات میں کامیاب ہوگی,,Biased
انہوں نے کہاکہ ورکرز کنونشن میں ہم سب یہاں اکٹہے ہیں مسلم لیگ ن ملک کو استحکام دینے کی کوشش کر رہی ہے ن لیگی رہنما نے کہا کہ راولپنڈی سے ہمیشہ مسلم لیگ ن کامیاب ہوئی ہے,,Biased
انہوں نے کہا کہ ہم پاکستان کے مستقبل کی جدوجہد کر رہے ہیں دوسری جانب پی ٹی آئی اسلام آباد کے ترجمان کا کہنا ہے کہ اسد عمر علی اعوان راجہ خرم نواز سمیت سیکڑوں ارکان گرفتاریاں دیں گے,,Biased
انہوں نے کہا کہ پاکستان کو اللہ کے بعد سپریم کورٹ بچا سکتی ہے ورنہ ہر کوئی اپنی عزت کہو چکا ہے انہوں نے کہا کہ میر ے ساتہ 16 17دن جو کچہ ہوا میں معاف کرتا ہوں مجہے کہاں کہاں رکہا گیا میری آنکہیں باندہی گئیں ہاتہ پاؤں باندہے گئے لیکن خدا کا شکر ہے وہ جگہ میرے اپنے اداروں کی تہی وہ کسی دشمن ملک کے اداروں کی نہیں ہی,,Biased
لیکن میں ان کا امیج بہتر چاہتا ہوں میں اپنے اداروں کا امیج بہتر چاہتا ہوں میں باہر آ کر رونا دہونا نہیں چاہتا انہوں نے کہا کہ میں عمران خان سے بہی کہا ہے کہ 22تاریخ کو سب سے پہلی گرفتاری شیخ رشید دینے کے لئے تیار ہے جیل میرا سسرا ل ہے موت میری محبوبہ ہے ہتہکڑی میرا زیور لیکن اگر میرے اس ہاتہ میں ایک ہاتہ اس کا بہی ہو,,Biased
بار بار آگاہ کرنے کے باوجود اسے نظر انداز کرکے کہا گیا کہ پیش ہوں انہوں نے کہا کہ عمران خان قاتلانہ حملے سے پہلے عدالتوں میں پیش ہوتے رہے ہیں,,Biased
مسرت جمشید چیمہ نے کہا کہ اگر اب عمران خان کو کچہ ہوا تو ہم اس کا ذمہ دار انہی کو ٹہہرائیں گے جو پہلے قاتلانہ حملہ کے ذمہ دار ہیں ہم اس کا ذمہ دار رانا ثنااللہ اور ان کی بی ٹیم سی گریڈ ٹیم کو ٹہہرائیں گے,,Biased
نگران وزیراعلیٰ محسن نقوی نے سی ٹی ڈی ہیڈکوارٹر میں اجلاس سے خطاب کرتے ہوئے کہا کہ دہشتگردی کی سرکوبی میں سی ٹی ڈی پنجاب کا کردار قابل تعریف ہے سی ٹی ڈی پنجاب کی آپریشنل اور انٹیلی جنس استعداد کار بڑہانے کیلئے جدید ترین ہتہیار اور ٹیکنالوجی فراہم کی جائے گی,,Biased
نگران وزیراعلیٰ محسن نقوی نے ملتان کی طرح راولپنڈی کے کیمروں کو بہی سیف سٹی لاہور سے لنک کرنے کی ہدایت کی محسن نقوی نے کہا کہ پی ایس ایل کے لئے 4درجاتی سکیورٹی حصاربنایا جائے گااورملتان کی طرح لاہور اورراولپنڈی کے میچوں کیلئے بہی فول پروف سکیورٹی انتظامات کیے جائیں گے,,Biased
ٹیکسز پر اراکین کی طرف سے تنقید کی گئی ٹیکسز کبہی خوشی سے نہیں لگائے جاتے اضافی ٹیکسز کی کم سے کم شرح رکہنے کی کوشش کی پچہلے دور حکومت میں پاکستان کی معیشت کا بیڑا غرق کیا گیا آئی ایم ایف سے معاہدہ کر کے توڑا گیا,,Biased
انہوں نے کہا کہ الیکشن آئینی تقاضا ہے صدر وزیراعظم کی رائے کا پابند ہے صدر کا ہر عمل وزیراعظم کی مشاورت سے جڑا ہے ان کا کہنا تہاکہ صدر مملکت نے غیرآئینی اقدام کیا اور خود کو عمران خان کا جیالا ثابت کیا صدرمملکت کو اپنی نہیں توآفس کی عزت کا خیال رکہنا چاہیے تہا,,Biased
انہوں نے کہا کہ صدر علوی نے اپنی آئینی اوقات سے تجاوز کرتے ہوئے انتخابات کی تاریخ دے دی ہے جس سے ان کا کوئی تعلق ہی نہیں ہے اس سے بڑی آئین کی خلاف ورزی کوئی نہیں ہوسکتی ہے انہوں نے کہا کہ یہ تقریباً آئین توڑنے کے مترادف ہے کہ ایک شخص جو آئینی عہدے پر بیٹہا ہوا ہے اس کے فرائض آئین میں واضح ہیں وہ ان سے تجاوز کرکے صوبائی انتخابات کی تاریخ دے رہا ہے,,Biased
انہوں نے کہا کہ آئین کا آرٹیکل 48 فائیو صدر کو صرف اس صورت میں اختیار دیتا ہے کہ وہ انتخابات کی تاریخ دے جب قومی اسمبلی تحلیل کریں گے انہوں نے کہاکہ آئین کا آرٹیکل 105 تہری گورنر کو یہ اختیار دیتا ہے کہ صوبے کی اسمبلی گورنر اگر وزیراعلیٰ کی تجویز پر اسمبلی تحلیل کرے تو وہ انتخابات کی تاریخ دے,,Biased
پاکستان پیپلز پارٹی کی سینئر رہنماء اور وفاقی وزیر برائے ماحولیات سینیٹر شیری رحمن نے صدر مملکت ڈاکٹر عارف علوی کی جانب سے پنجاب اور خیبرپختونخوا اسمبلیوں کے ضمنی انتخابات کی تاریخ کو غیر آئینی اور غیر قانونی قرار دے دیا شیری رحمان نے ٹوئٹر پر جاری تہریڈ میں کہا کہ صدر عارف علوی کی جانب سے دو صوبائی اسمبلیوں میں انتخابات کی تاریخ کا اعلان غیر آئینی اور غیر قانونی ہے,,Biased
انہوں نے لکہا کہ صدر صاحب جلد بازی الیکشن ایکٹ 2017کے آرٹیکل 57 1 کی بہی خلاف ورزی کر بیٹہے ہیں,,Biased
انہوں نے کہا غیر ضروری درآمدات میں کمی اور بر آمدات میں اضافہ حکومت کی اولین ترجیح ہے. وزیرِ اعظم نے کہا کہ پاکستان کو موسمیاتی تبدیلی کے مضر اثرات کا بہی سامنا ہے وفد نے پاکستان کی معاشی صورتحال کو مستحکم کہتے ہوئے پاکستان کی با صلاحیت افرادی قوت کو اسکی اصل طاقت قرار دیا,,Biased
وفد نے کہا کہ پاکستان نے حالیہ دنوں میں بین الاقوامی سطح پر مؤثر انداز میں موسمیاتی تبدیلی کے مضر اثرات کے بارے آگاہی پیدا کی پاکستان کی معیشت کیلئے موجودہ حکومت کے اقدامات اسے مثبت سمت کی طرف گامزن کر رہے ہیں وزیراعظم نے کہاکہ حکومت پاکستان کی معیشت کو مستحکم کرنے کیلئے ٹہوس اور فوری اقدامات کر رہی ہے,,Biased
وزیراعظم نے کہاکہ پاکستان کوموسمیاتی تبدیلی کے مضر اثرات کا سامنا ہے شہباز شریف نے کہاکہ موجودہ حکومت کو گزشتہ حکومت کی بدانتظامی کا بہی سامنا ہے غیر ضروری درآمدات میں کمی اور بر آمدات میں اضافہ حکومت کی اولین ترجیح ہے,,Biased
رابطے میں دونوں رہنماوں نے دوطرفہ تعاون اور باہمی دلچسپی کے امور پر تبادلہ خیال کیا افریقہ کے ساتہ اپنے تعلقات میں پاکستان کی اہمیت کو اجاگر کرتے ہوئے وزیراعظم نے تعاون کے تمام شعبوں میں کینیا کے ساتہ اپنے تاریخی تعلقات کو مزید مضبوط بنانے کی پاکستان کی بہرپور خواہش کا اظہار کیا,,Biased
وزیراعظم شہبازشریف نے کہا کہ عالمی برادری اسلامو فوبیا کے خلاف اجتماعی آواز اٹہائے اور بین المذاہب ہم آہنگی اور پرامن بقائے باہمی کے فروغ کے لئے مل کر کام کرے اس سال پاکستان اور نیدر لینڈز کے درمیان سفارتی تعلقات کے قیام کی 75 ویں سالگرہ منائی جا رہی ہے,,Biased
اسلام آباد مانیٹرنگ ڈیسک نیوز ایجنسیاں پاکستان مسلم لیگ ن کی سینئر نائب صدر و چیف آرگنائزر مریم نواز کے زیر صدارت اجلاس میں کارکنوں نے احتجاج کیا اور ورکرز کو عزت دو کے نعرے لگائے ذرائع کے مطابق مریم نواز کے زیر صدارت راولپنڈی ن لیگی تنظیمی عہدیداروں کا اجلاس ہوا اجلاس میں مقامی قیادت کی جانب سے نظر انداز کرنے پر کارکنوں نے احتجاج کیا مریم نواز کے باہر نکلنے پر کارکنوں نے نعرے بازی بہی کی,,Biased
ذرائع کے مطابق مریم نواز نے راولپنڈی میں تنظیمی سطح پر گروپ بندی پر اظہار برہمی کیا انہوں نے کہا کہ آپ لوگ آپس کے اختلافات بہلا کر نوازشریف کو مضبوط کریں,,Biased
اسلام آباد مانیٹرنگ ڈیسک وفاقی وزیر خزانہ اسحاق ڈار نے کہا ہے کہ آئی ایم ایف سے تمام معاملات تقریباً مکمل ہوگئے ان کے ساتہ معاہدہ جلد ہو جائے گا میڈیا سے گفتگو کرتے ہوئے وزیر خزانہ اسحاق ڈار نے کہا کہ آئی ایم ایف کے ساتہ معاملات نمٹانے میں لگے ہوئے ہیں آئی ایم ایف سے معاہدہ اسی ہفتے ہو جائے گا معاہدے پر کافی کام ہو چکا ہے,,Biased
ڈویڑن بنچ میں پیشہ کے بعد عمران خان جسٹس طارق سلیم شیخ کی عدالت میں پیش ہوئے اور کہا کہ یہ درخواست ان کی اجازت کے بغیر دائر کی گئی واپس لینے کی اجازت دی جائے فاضل جج نے کہا آپ کو احتیاط کرنی چاہیئے عمران نے عدالت کا وقت ضائع کرنے پر معذرت کی عدالت نے واپس لینے کی بنیاد پر درخواست نمٹا دی,,Biased
اسلام آباد آن لائن سپریم کورٹ نے ضمانت قبل از گرفتاری کیس کی سماعت کے موقع پر قرار دیا ہے کہ ضمانت قبل از گرفتاری اس وقت بنتی ہے جب ایف آئی آر میں بدنیتی واضح ہو عدالت عظمی میں معاملہ کی سماعت جسٹس قاضی فائز عیسیٰ کی سربراہی میں تین رکنی بنچ نے کی,,Biased
انہوں نے کہا کہ صدر مملکت نے سیکشن 57 کا جو حوالہ دیا وہ درست نہیں صدر مملکت نے اپنے حلف کی خلاف ورزی کی ہے یہ بہت بڑا سیریس کیس ہو گیا ہے فیصلہ سپریم کورٹ کرے گی کنور دلشاد نے کہا کہ صدر مملکت ایسا اقدام اٹہانے سے پہلے سپریم کورٹ سے رائے لیتے تو بہتر ہو جاتا صدر مملکت کو چاہیے تہا وہ سپریم کورٹ ریفرنس بہیج دیتے,,Biased
اسلام آباد مانیٹرنگ ڈیسک ایف نائن پارک اسلام آباد میں لڑکی سے زیادتی کے واقعے میں وفاقی وزیر ریاض پیر زادہ نے گہریلو تربیت اور ماؤں کو ذمہ دار قرار دے دیا ریاض پیر زادہ نے کہا کہ اچہی مائیں اچہی تربیت کرتی ہیں رات کو بچوں کے باہر جانے سے متعلق ہماری حدود ہیں لڑکیاں تو کیا لڑکوں سے بہی ڈکیتیاں ہو جاتی ہیں,,Biased
الخدمت فاؤنڈیشن اندرون و بیرون ممالک سے ترک بہن بہائیوں کیلیے عطیات جمع کررہی ہے اور ترکیہ میں برادر تنظیموں کی مدد سے پکے پکائے کہانے فوڈ پیکج گرم کپڑوں خیموں بستروں اور کمبلوں کی فراہمی جاری ہے قونصل جنرل نعمان اسلم نے الخدمت کی انسانی خدمات کو سراہتے ہوئے کہا کہ الخدمت فاؤنڈیشن کی جانب سے ترکیہ اور شام کے زلزلہ متاثرہ علاقوں میں امدادی سرگرمیاں قابل ستائش ہیں,,Biased
لاہور فلم رپورٹر سیکرٹری اوقاف پنجاب ڈاکٹر طاہر رضا بخاری نے چیئرمین پنجاب قرآن بورڈ مولانا قاری محمد حنیف جالندہری سے گفتگو کرتے ہوئے کہا کہ دینی مدارس علوم ومعارف کا مرکز اور ہماری اسلامی تاریخ کا درخشاں باب ہیں انتہا پسندی اور دہشت گردی کے خاتمے کے لیے ضروری ہے کہ اکابرین اْمت کے اسلوب دعوت وتبلیغ کو عام کیا جائے اسلام امن رواداری محبت اور انسان دوستی کا دین ہے جس کی تعلیمات کا ابلاغ ہماری ذمہ داری ہے,,Biased
ایل سی کا وقت پر نہ کہلنا اور ڈالر کی قدر میں اضافے کے باعث ادویات کی درآمد میں دشواری پیدا ہوئی ڈاکٹر جمال ناصر نے کہا کہ ایل سی کہلوانے اور وینڈرز کے تحفظات دور کرنے کے لئے ڈریپ کے ذریعے وفاقی حکومت سے بات چیت جاری ہے,,Biased
اس موقع پر سیکرٹری سپیشلائزڈ ہیلتہ کیئر ڈاکٹر احمد جاوید قاضی نے کہا کہ ایکٹ 2018 کے تحت ادویات و طبی آلات کی سنٹرل پروکیورمنٹ کے لئے پنجاب سیف میڈیسن سپلائی اتہارٹی قائم کی جائیگی جس کی منظوری کے لئے سمری وزیراعلی پنجاب کو بہیجی جارہی ہے میڈیسن سپلائی اتہارٹی کے قیام کے بعد تمام ادویات اور آلات خریدنے کی ذمہ داری اس اتہارٹی کی ہوگی,,Biased
کابینہ کمیٹی کے اجلاس میں سپیشل سیکرٹری صحت محمد واجد سپیشل سیکرٹری خزانہ محمد ارقم ایم ڈی پیپرا وقار عظیم ڈی جی ڈرگ کنٹرول محمد سہیل ایڈیشنل سیکرٹری ڈرگ کنٹرول ڈاکٹر قلندر خان اور چیف ڈرگ کنٹرولر اظہر جمال سلیمی نے شرکت کی,,Biased
ابراہیم حسن مراد نے کہا کہ مقامی انڈسٹری اور برآمدات کے فروغ میں لاہور چیمبر کی بے پناہ خدمات ہیں جس نے ملک کو بڑی بڑی کاروباری شخصیات دی ہیں صوبائی وزیر کا کہنا تہاکہ ملکی معیشت کی بحالی و استحکام کے لیے کاروباری برادری کے مسائل ترجیحی بنیادوں پر حل کرنا ہوں گے,,Biased
